"BUS_STOP_N,C,65","BUS_ROOF_N,C,10","LOC_DESC,C,254"
22179,B04,SECURA S'PORE
28031,B03,BEF THE SYNERGY
29109,B03,OPP PPL SHIPYARD
43669,B02,BLK 406
46301,B01,PROGEN BLDG
26111,B01,TRU-MARINE
25199,B02,BESTOFIRE AND THERMAL
25359,B02,OPP HART ENGRG PTE LTD
72059,B02,OPP KAKI BT IND EST
23369,B04,KEPPEL LOGISTICS
23419,B08,BEF SHIPYARD CRES
22199,B02,OPP SBST SOON LEE DEPOT
06171,B03,OPP STATE CT
21639,B06,JAPANESE GDN/ OPP BLK 115
28021,B01,OPP 8 @TRADEHUB 21
22299,B01,BEF SOON LEE RD
23031,B24,BEF BENOI FLYOVER
46501,B03,OPP MARSILING PK
07539,B01,OPP ROCHOR STN
21329,B11,OPP UTOC ENGRG
66139,B03,OPP TRINITY METH CH
77359,B03,BLK 564
34021,B07,OPP LIM CHU KANG LANE 5
25491,B05,OPP SUPER CONTINENTAL
43459,B18,AFT PIE
17069,B10,OPP BLK 701
49119,B06,BLK 2
14409,NA,OPP BLK 3B
42291,B01,OPP TOH TUCK CRES
82131,B05,OPP MARANATHA HALL
80029,B04,BEF KG BUGIS
22531,B03,OPP JURONG WEST PR SCH
80039,B02,OPP LOR 1 GEYLANG TER
43009,NIL,BT BATOK INT
40269,B04,LP 57
10059,B02,OPP BLK 149
54239,B20,BLK 209
04159,B02,AFT CHIJMES
66291,B05,AFT MEDWAY DR
23069,B07,BEF KIAN TECK RD
96021,B05,OPP EXPO HALLS 1/2/3
80049,B04,AFT SIMS WAY
45211,B24,BEF BKE
22221,B08,AFT PIONEER RD NTH
57029,B02,AFT THE SPRINGSIDE
54089,B08,OPP ANG MO KIO SWIM CPLX
29059,B22,CALTEX S'PORE
83309,B01,AFT STILL LANE
43809,B02,BLK 514
10081,B09,OPP BLK 120
44449,B03,OPP BLKS 237/239
48091,B06,SCDF NEE SOON CAMP
82139,B06,MARANATHA HALL
82069,B04,AFT LOR 106 CHANGI
75359,B02A,AFT TPE
28081,B13,BLK 112
05012,B10,BEF PEARL'S HILL TERR
10599,B01-TMNL,OPP BLK 36
47589,B05,BLK 519A CP
21649,B08,LAKESIDE APT
81149,B07,THE SUNNY SPRING CONDO
01421,B11,OPP GOLDEN MILE CPLX
31191,B26,B26 OLD CHOA CHU KANG RD
47561,B02,BLK 620
21519,B04,AMOY CANNING
27261,B17,HALL 4
11599,B05,BLK 153
40099,B12,AFT DUNKIRK AVE
64259,B04,BLK 925A CP
43371,B03,BLK 109
21551,B03,BLK 151
55189,B12,YIO CHU KANG STN
14041,B12,BLK 54
54211,B23,MAYFLOWER SEC SCH
84041,B07,BLK 221A
83141,B10,AFT LOR G TELOK KURAU
44721,B07A,OPP JELAPANG STN
59801,NIL,BLK 382C
97019,B02,OPP SALVATION ARMY
29011,B08,OPP SANMINA-SCI
66419,B05,BLK 330
10109,B12,BT MERAH SEC SCH
31049,B03,AFT CHR CEMY PATH 9
66311,B04,BLK 141A
64359,B08,MONTFORT SCH
53131,B08,BLK 319
03151,B03,OPP GB BLDG
44329,B02,BANGKIT STN
58241,B02,SEMBAWANG INT
95081,B04,CHANGI BEACH CP 5
42149,B02,AFT BUKIT TIMAH RD
29111,B02,TRANSERVE
24339,B16,HONG HANG BLDG
42231,B08,BEF JLN JURONG KECHIL
42211,B04,HIGHGATE PK
28189,B02,AFT TOH TUCK LK
40209,B04,NOVOTEL MERCURE @ STEVENS
23361,B03,OPP KEPPEL LOGISTICS
19071,B06,OPP ACS INDEPENDENT
11369,B03,BUONA VISTA STN EXIT D
42219,B03,OPP HIGHGATE PK
23341,B07,AFT PIONEER RD
40119,B06A,BEF GOLDHILL AVE
28011,B21,BEF TOH TUCK AVE
26389,NIL,BEF TUAS STH AVE 5
40271,B03,OPP KK WOMEN & CHILD HOSP
23321,B11,BEF BENOI LANE
11149,B10,QUEENSTOWN STN EXIT B / C
43631,B01,PPIS BT BATOK
24609,B08,OPP PROGRESS GALVANIZING
24691,B23,AFT TUAS RD
21481,B05,GRUNDFOS
17309,B14,WEST COAST VIEW
42071,B01,PEI HWA PRESBY PRI SCH
21771,B01,AFT CORPORATION DR
68089,NIL,AFT SELETAR A'SPACE RISE
96331,B04,PREMIER
67621,B02,OPP BLK 558
68081,NIL,BEF SELETAR A'SPACE RISE
96311,NIL,OPP YUSEN LOGISTICS
96361,NIL,AFT AKZONOBEL
67719,NIL,OPP SENGKANG FIRE STN
67671,NIL,BLK 156A CP
76549,NIL,OPP CITYLIFE@TAMPINES
44619,B01,BLK 506
68121,B06,BEF  WEST CAMP ROAD
68171,B12,BEF YISHUN AVE 8
68179,B11,YISHUN AVE 8
96371,NIL,STANDARD CHARTERED BANK
68109,B03,OPP ROLLS ROYCE PTE LTD
62051,B15,AFT JLN CHERMAT
04219,B02,OPP CLARKE QUAY
04211,B01,CLARKE QUAY
75251,B02,OPP TROPICA CONDO
71069,B01,AFT AIRPORT RD
71061,B02,BEF AIRPORT RD
63191,B09,AFT S'GOON NTH AVE 1
52241,B02,OPP CALDECOTT STN
52559,B03,CALDECOTT STN
45419,NIL,BLK 669
65241,"NIL
NIL",BLK 196C
44571,B02,BLK 297D
10121,UNK,BLK 126 CP
47661,B05,BLK 788E
65249,NIL,BLK 178
60249,NIL,BLK 14
95191,NIL,OPP DB SCHENKER
62241,B06,SBST HOUGANG DEPOT
59661,NIL,BLK 932
50259,B02,OPP FARRER PK STN
45479,NIL,KRANJI PRI SCH
55381,B03A,BEF BULLION PK
59689,B07,BLK 203
59699,NIL,OPP BLK 935
47681,B03,WOODSVALE CONDO
47649,B01,OPP BLK 681B
14391,B04,OPP BLK 85
07369,B04,AFT KALLANG BAHRU
46991,NIL,BLK 589
18271,NIL,BLK 85
43141,NIL,OPP BLK 291A
27531,NIL,BLK 918
14341,B02,OPP BLK 59
54251,B19,AFT GRANDEUR 8
50349,B01,BLK 107
28159,B10,AFT HONG KAH CIRCLE
25121,B11,AFT TUAS AVE 8
44391,B01,AFT BLK 202
77091,B05,AFT PASIR RIS AVE
52179,B03,BRADDELL STN / BLK 106
76301,B03,BLK 283
21579,B04,JURONG SEC SCH
15101,B08,OPP LP 31
07011,B01,PEACE CTR
11429,B06,OPP BLK 115B
10651,B01,BLK 161
75271,B11,BLK 721
48041,B16,AFT JLN ULU SEMBAWANG
27399,B05,BET BLKS 859/860
58169,B05,AFT HOMETEAMNS SEMBAWANG RESORT
24351,B04,OPP S'PORE TAKADA IND
18101,B01,PSB SCIENCE PK BLDG
84341,B10,OPP FENGSHAN PR SCH
05189,B05,OPP SRI MARIAMMAN TP
21569,B02,OPP BLK 158
47099,B04,MASTERDON
21471,B03,AFT TUKANG INNOVATION DR
24689,B22,JURONG INSP CTR
46881,B01,OLD CHANG KEE BLDG
42309,B01,HSE NO. 45
12149,B02,HENRY PK
22031,B18,BEF PIONEER CIRCUS
84539,B02,BEDOK NTH STN EXIT B
26461,NIL,AFT TUAS STH AVE 8
17301,B13,OPP WEST COAST VIEW
47131,B05,FUJI OIL S'PORE
20261,B03,AFT PANDAN GDNS
72051,B01,KAKI BT IND EST
71191,B07A,AFT DEFU LANE 12
24699,B24,BEF TUAS RD
42311,B02,OPP BURGUNDY HILL
42091,B03,BEAUTY WORLD STN EXIT B
07531,B01,ROCHOR STN
46129,B06,MARSILING LANE MKT/ FC
20269,B04,BEF PANDAN GDNS
42179,B06,AFT CHUN TIN RD
22431,B02,OPP FOUR LEAVES
19059,B09,UNIVERSITY TOWN
44109,B07,OPP HONG SAN TERR
44349,NIL,BET BLKS 443A/443B
48049,B15,BEF JLN ULU SEMBAWANG
24331,B15,OPP HONG HANG BLDG
46509,B04,MARSILING PK
46171,B04,OPP BLK 19
53379,B06,BLK 245
63031,B21,KOVAN STN EXIT B
11451,B03,BLK 72
59529,B18,OPP YISHUN EMERALD
49219,B11,OPP PUB QUARTER
76181,B02,BLK 216
55129,B28,BLK 604
77051,B07,BLK 115
78201,B04,OPP BLK 242
75549,NIL,BLK 648A
76391,B02,BLK 418
78151,B04,BLK 230
84249,B15,BLK 124
47201,NIL,W'LANDS NTH STN
22599,NIL,BLK 678D
67519,B04,OPP BLK 121E
03349,B01,AFT GDNS BY THE BAY
43209,B02,AUTOBACS
75519,NIL,OPP BLK 610C
75511,NIL,BLK 610C
98129,B10,OPP KRISLITE BLDG
50189,B13,OPP PUBLIC MANSIONS
75561,NIL,BLK 648C
54439,B03,BLK 549
24519,B02,GUL CIRCLE STN EXIT B
75311,B03,TAMPINES DORMITORY
59521,B17,YISHUN EMERALD
11091,B11,LEEDON GREEN
11341,B04,GARLICK VILLE
45189,B29,MANDAI CD TRG VILLAGE
24669,B18,BET LP 179/180
22151,B01,HITACHI
66379,B04,BLK 206
45119,B26,KRANJI WAR MEMORIAL
11041,B05,AFT C'WEALTH DR
59041,B03,BEF KHATIB STN
28199,NIL,OPP JEM
27349,B01,BLK 745
97109,B40,AFT JLN MARIAM
53329,B01,EUNOIA JC
53321,B02,OPP EUNOIA JC
06071,B05,BLK 2B
58249,B01,BLK 309
84309,B02,BLK 423
14491,B03,OPP TELOK BLANGAH MKT/FC
66141,B02,BEF YIO CHU KANG RD
31071,B37,AFT CHINESE CEMY PATH 11
84301,B01,BLK 41
15211,B11,OPP PASIR VIEW PK
14211,B05,ISS INTL SCH
03371,B04,GDNS BY THE BAY
46429,B02,BLK 856
28591,B05,OPP BLK 481
13141,B01,AFT ZION FULL GOSPEL CH
31199,B25,B25 OLD CHOA CHU KANG RD
34109,NIL,AFT LIM CHU KANG RD
34101,NIL,AFT OLD LIM CHU KANG RD
13189,B06,BEF ONE TREE HILL
59619,B02,YISHUN COMMUNITY HOSP
59611,B01,OPP YISHUN COMMUNITY HOSP
12059,B06,OPP PINE GR CONDO
16229,B04,HAW PAR VILLA STN
23201,B03,OPP SHIMANO PTE LTD
23209,B04,AFT SHIMANO PTE LTD
03509,B03,BAYFRONT STN EXIT B/MBS
03519,B04,BAYFRONT STN EXIT A
03511,B03,AFT BAYFRONT STN EXIT E
10469,B04,BEF MARGARET DR
03019,B02,OUE BAYFRONT
67029,B31,AFT DEDAP RD
14489,B03A,BLK 36 MKT/FC
10191,B13,BLK 78
62079,B03,AFT BARTLEY STN EXIT B
76329,B01,BLK 125
46729,B02,AFT W'LANDS IND PK E7
47021,B26,KHALSA CRES CTR
25381,B03,WYN2000 LOGISTICS CTR
17099,B18,YALE-NUS COLLEGE
19089,B03,ACS INDEPENDENT
42259,B02A,GOH & GOH BLDG
50119,B02,ST JOSEPH INST JNR
24389,B01,OPP GE KEPPEL ENERGY SVCS
17081,B01,AFT WEST COAST HIGHWAY
40201,B03,CHELSEA GDNS CONDO
42059,B34,OPP KING ALBERT PK STN
40029,B06,AFT MAKEPEACE RD
29121,B01,OPP CLP INTL
25201,B02,AFT TUAS RD
21491,B06,BEF INTL RD
23039,B23,AFT BENOI FLYOVER
46121,B05,OPP MARSILING LANE MKT/ FC
24679,B20,OPP HIAP TECK METAL CO
42301,B02,OPP HSE NO. 19
46721,B01,BEF W'LANDS IND PK E7
23111,B06,BEF FOURTH LOK YANG RD
11361,B04,BUONA VISTA STN EXIT C
40049,B02,OPP NEWTON STN EXIT C
26079,B13,BEF TUAS LOOP
81191,B01,AFT OLD AIRPORT RD
20181,B04,AYER RAJAH CC
46439,B02,BLK 880
25349,B06,TIMES PRINTERS
53059,B10,OPP THOMSON PLAZA
53151,B12,OPP BLK 263A CP
46771,B02,OPP ADMIRALTY STN
49111,B07,AFT JLN LAM HUAT
44311,B03,OPP BLK 253
45169,B03,OPP EUROKARS CTR
64169,B18,OPP SCHENKER
98239,B08A,OPP LOYANG IND EST
59499,B03,ORCHID PK CONDO
31019,B09,BEF NANYANG AVE
26321,NIL,BEF TUAS STH ST 2
99009,NIL,CHANGI VILLAGE TER
05199,B03,OPP HONG LIM CPLX
70139,NIL,AFT JLN BELANGKAS
24629,B12,OPP OCEAN TANKER
17299,B10,OPP WEST COAST PK
45151,B02,OPP MULTISTATES TRADING
22551,B34,BLK 657
92201,B04,AFT LOR M TELOK KURAU
10449,B02,BLK 44
59219,B02,OPP BLK 288
93029,B14,MANDARIN GDNS
98071,B13,LOYANG WAY 4 / SOXAL
25511,B03,MICHELMAN
70119,B06,CENCON BLDG
06049,B04,BEF OUTRAM FLYOVER
12121,B03,BLK 7
80191,B01,OPP S'PORE INDOOR STADIUM
50041,B07,NOVENA LODGE
27159,B01,BLK 924
07211,B05,AFT FARRER PK STN EXIT G
54161,B02,OPP BLK 255
28101,B03,OPP SMRT ULU PANDAN DEPOT
17359,B12,BEF CLEMENTI RD
22251,B03,BLK 665A
52171,B04,BRADDELL STN / BLK 107
12021,B19,BEF MOONBEAM WALK
64311,B06,BLK 344
16101,B01,INST OF MICROELECTRONICS
22051,B01,OPP BUROH ST
14241,B08,OPP BLK 1
13059,B15,VALLEY PT
91079,B16,AFT TG KATONG RD
16179,B05,OPP YUSOF ISHAK HSE
09131,B01,GRANGE RESIDENCES
59181,B04,OPP BLK 245
46219,NIL,JOHOR BAHRU CHECKPT
22591,NIL,BLK 670A
46279,B06,BLK 803
17211,B02,BET BLKS 315/318
46409,B10,BLK 701A CP
46951,B01,BLK 536A
44351,NIL,AFT CHESTNUT AVE
71181,B09,OPP PAYA LEBAR AIR BASE
54169,B01,BLK 255
97039,B04,BEF JLN BENA
07561,B03,BEF WATERLOO ST
91049,B10,BEF FORT RD
22571,B29,OPP BOON LAY MRT STN
44819,B06,OPP WEST SPRING SEC SCH
52109,B03,BET BLKS 33/34
52311,B01,BLK 23
17061,B09,BLK 701
03222,B01,HUB SYNERGY PT
26419,NIL,AFT TUAS VIEW CIRCUIT
25209,B01,BEF TUAS RD
46069,B07,WOODLANDS TRAIN CHECKPT
21779,B02,AFT YUAN CHING RD
23261,B05,OPP EXXON MOBIL
42141,B01,BEF DUNEARN RD
29119,B01,COMFORTDELGRO ENGRG
40189,B02,NEWTON STN EXIT B
24489,B05,AFT JOON KOON WAY
40101,B01,KK WOMEN & CHILD HOSP
24289,B16,OPP KEPPEL T&T
28709,B02,BEF OLD TOH TUCK RD
42049,B36,HUA GUAN GDNS
22439,B01,AFT FOUR LEAVES
23429,B10,OPP EMAS MARINE BASE
42319,B01,BURGUNDY HILL
23119,B05,AFT FOURTH LOK YANG RD
58369,NIL,BEF ACACIA HOME
24651,B04,METALL-TREAT IND
95169,B02,AFT CHANGI FERRY RD
26021,B03,BEF TUAS AVE 13
42239,B07,AFT JLN JURONG KECHIL
22169,B02,AFT INTL RD
42151,B01,BEAUTY WORLD STN EXIT C
46891,B03,JORDON FOOD IND
47179,B01,COMFORTDELGRO ENGRG
11099,B10,OPP LEEDON GREEN
01349,B02,OPP BLK 4
54379,B04,BLK 475
44261,B02,BLK 270
63141,B01,BLK 209
92279,B01,D' ECOSIA
21589,B06,OPP BLK 65
58571,NIL,BEF SEMBAWANG AVE
78051,B03,BLK 197
23229,B14,OPP GUL WAY
58579,NIL,AFT SEMBAWANG AVE
75281,B13,BLK 742A
96069,B14,MERA TERR P/G
44069,B06,AFT KJE SLIP RD
65641,NIL,MARINA COUNTRY CLUB
93021,B13,OPP MANDARIN GDNS
58411,NIL,Blk 404A CP
66301,B06,BLK 152
70359,B01,AFT KALLANG SECTOR
28469,B08,BLK 316
28551,B06,BLK 560A
11191,B01,BUONA VISTA STN
46149,B05,BLK 203
72079,B06,BLK 609
59811,NIL,Blk 477B
65681,NIL,BEF NORTHSHORE CRES
11381,B02,BLK 10A
40111,B13,FERREL RESIDENCES
59791,NIL,BLK 471A
58209,B01,AFT PAKISTAN RD
11169,B06,C'WEALTH STN EXIT B / C
15111,B06,SCI PK 2 / THE GALEN
82229,B99,KG UBI CC
64179,B20,BEF BUANGKOK EAST DR
56089,B34,AFT SLE
11059,B08,QUEENSTOWN POLYCLINIC
05039,B07,NEW BRIDGE CTR
53231,B04,Bishan Stn
01419,B10,ST JOHN HQ
48019,B21,MANDAI CAMP 2
26011,B01,BEF TUAS AVE 11
43351,B02,BLK 168
65179,B01,CORAL EDGE STN EXIT A
14011,B10,BEF MT FABER LODGE
21539,B01,OPP KAILY PACKAGING
14039,B07,OPP ST. THERESA'S CONVENT
22159,B02,OPP HITACHI
44119,B10,BLK 204
58071,B33,BEF JLN BASONG
76409,B06,BLK 259
66319,B03,BET BLKS 142/148
66421,B01,BLK 537
94051,B15,OPP TEMASEK SEC SCH
56051,B27,OPP TAGORE RD
06149,B08,OPP HOLIDAY INN ATRIUM S'PORE
54499,B11,BEF CTE
63399,B16,BLK 632
77019,B16,BLK 515
43329,B02,BLK 146
58109,B02,OPP BLK 311
52329,B02,OPP TOA PAYOH STADIUM
45201,B26,OPP POLICE TACTICAL TRG CAMP
23221,B13,AFT GUL WAY
44641,B12,BLK 602
08011,B01,OPP HAW PAR GLASS TWR
63239,B04,OPP BLK 211
21219,B10,LAKEPOINT CONDO
23259,B08,BEF SHIPYARD RD
52189,B01,TOA PAYOH STN
23461,B03,TANOTO SHIPYARD
05651,B08,OPP FUJI XEROX TWRS
09159,B01,AFT TOMLINSON RD
28659,B02,IMM BLDG
16149,B22,NUS FAC OF ARCHITECTURE
28471,B04,OPP BLK 311
40181,B01,NEWTON STN EXIT A
24451,B02,OPP CAMBRIDGE IND TRUST
40021,B05,BEF WINSTEDT RD
46091,B06,BEF BKE
23101,B04,AUTO WORLD CARE
20309,B02,BLK L PANDAN LIGHT IND PK
12179,B01,MONTVIEW
47059,B19,BEF WOODLANDS IND PK E4
24369,B05,DYNA - MAC ENGRG SVCS
48069,B11,AFT MANDAI AVE
21189,B04,BLK 161
43639,B02,OPP PPIS BT BATOK
24301,B03,SNL LOGISTICS PTE LTD
40109,B02,OPP KK WOMEN & CHILD HOSP
47169,B01,CHUAN LIM CONSTRUCTION
47189,B03,K.U.S. HOLDINGS
24441,B04,GSK
11401,B02,HOLLAND V STN/BLK 12
40041,B09,NEWTON STN EXIT C
23269,B06,EXXON MOBIL
58361,B01,NORTH LINK BLDG
95091,B02,SAF FERRY TER
29149,B03,SENKEE LOGISTICS HUB
04331,B03,BEF FORT CANNING STN
23291,B12,ST MARINE
21501,B04,BEF MEJI SEIKA
70029,B10,AFT CANOSSA CON PR SCH
81151,B06,KONG HWA SCH
81159,B05,OPP KONG HWA SCH
67409,B10,Sengkang Stn
55211,B02,AFT ANG MO KIO FIRE STN
67401,B09,OPP SENGKANG STN / BLK 260A
03421,NIL,MARINA BAY CRUISE CTR
44829,B02,OPP BLK 650
44821,B01,BLK 651
52219,B05,BEF CALDECOTT STN
52211,B04,LIGHTHOUSE SCH
54311,B01,BLK 332
54521,B03,BLK 5046
54101,B03,AFT ANG MO KIO AVE 10
54279,B14,BLK 427
84611,B19,OPP WATERFRONT ISLE
46249,B01,BLK 15
58439,B03,INNOVA JC
01541,B01,BUGIS STN EXIT D
01112,B07,OPP BUGIS JUNCTION
81171,B01,BLK 39
67629,B01,BLK 557
59109,B17,OPP YISHUN PR SCH
59101,B18,YISHUN PR SCH
44179,B05,AFT BT BATOK WEST AVE 5
03539,B03,Marina Bay Stn
27309,B12,BLK 705
27321,B13,BLK 948
62271,NIL,OPP BLK 475B
24009,NIL,JOO KOON INT
59669,NIL,OPP BLK 932
45429,NIL,BLK 666
59641,NIL,BET BLKS 333C/333D
23519,NIL,OPP FAIRPRICE HUB
18281,B11,THE RUTHERFORD
45409,NIL,BLK 675
59709,NIL,BEF SAFRA YISHUN
77239,B20,BLK 643
27511,NIL,BLK 974
50251,B01,FARRER PK STN
16991,B03,OPP NAN HUA HIGH SCH
30091,B01,CHENGTAI NURSERY
64151,B15,AFT GREENWICH DR
30099,B02,OPP CHENGTAI NURSERY
30031,B20,OPP ARMY LOGISTICS BASE
41051,B27,TAN KAH KEE STN
59189,B03,BLK 245
59279,B08,OPP AHMAD IBRAHIM SEC SCH
18121,B08,OPP AYER RAJAH IND EST
61039,B08,WOODLEIGH STN EXIT A
67169,B11,BLK 101
10379,B03,BLK 25B
54629,B14,OPP BLK 223
43391,B03,BT BATOK CC
58079,B34,AFT JLN BASONG
93011,B11,OPP NEPTUNE CT
77351,B04,BLK 562
67221,B08,RUMBIA STN EXIT B/ BLK 153
64351,B07,OPP MONTFORT SCH
63361,B01,OPP S'GOON SPORTS CPLX
85041,B05,MAN FATT LAM TP
94021,B09,BEF SENNETT RD
53249,B05,BLK 210
43349,B05,OPP PRINCESS E PR SCH
17031,B05,KENT RIDGE SEC SCH
11051,B07,OPP QUEENSTOWN POLYCLINIC
18111,B02,FAIRFIELD METH PR SCH
20031,B20,THE INFINITI
54621,B13,BLK 223
16141,B23,TENTERA DIRAJA MQUE
71011,B01,AFT PAYA LEBAR RD
43399,B04,OPP BLK 120
78171,B01,BLK 108
67229,B07,RUMBIA STN EXIT A
53241,B06,OPP BLK 217
17059,B05,REGENT PK
53281,B01,BLK 169
21629,B02,BLK 334
24179,B08,OPP HONG HOCK HARDWARE
20209,B02,BEF JURONG TOWN HALL RD
47011,B01,BEF W'LANDS WATERFRONT PK
26121,B03,BEF TUAS AMENITY CTR
11359,B02,OPP BLK 13
47141,B07,BEF SC AUTO
12211,B03,BEF MT SINAI WK
95161,B01,BEF CHANGI FERRY RD
25181,B03,MAN DIESEL
21549,B04,AUTOMOTIVE TECHNOLOGY
50071,B02,BEF CARLISLE RD
23241,B09,AFT BENOI RD
24641,B02,W ATELIER
71121,B06A,UBI STN EXIT B
22271,B01,BEF KWONG MIN RD
21321,B12,UTOC ENGRG
25351,B01,HART ENGRG PTE LTD
42041,B41,THE NEXUS
20219,B04,OPP BLK 41
42221,B06,GOODLUCK GDN
19049,B10,SCH OF SCIENCE & TECH
24199,B04,JB IND PTE LTD
26241,NIL,AFT TUAS STH AVE 2
26429,NIL,BEF TUAS STH AVE 9
21631,B05,BLK 115/ OPP JAPANESE GDN
23089,B11,S'PORE DISCOVERY CTR
21359,B05,AFT ST KINETICS
42109,B06,OPP BEAUTY WORLD CTR
84401,B04,OPP BLK 550
67019,B33,AFT BEGONIA RD
84601,B21,OPP WATERFRONT KEY
61019,B04,OPP BLK 101
50191,NIL,BEF BALESTIER PLAZA
44021,B27,BT PANJANG STN EXIT B
77029,B14,BLK 571
16191,B02,OPP NUS FAC OF ARCHITECT
20299,B14,OPP TANGLIN SEC SCH
45421,B03,OPP BLK 666
55169,B03,OPP YIO CHU KANG CC
59469,B02,BLK 419
25179,B06,SEW-EURODRIVE
62101,B10,BEF UPP S'GOON RD
90031,B08,TG RIA CONDO
98089,B38,BEF JLN BATALONG
83381,B01,BEF JLN KEMBANGAN
43381,B03,BLK 102
16021,B19,OPP GLORIA MANSION
67069,B23,BEF JLN SELASEH
67249,B07,BLK 259C
65139,B28,PUNGGOL ROAD END
11439,B08,BLK 92
46569,B03,BLK 178
28431,B134,BLK 134
59029,B14,AFT YISHUN AVE 1
54381,B05,BLK 443
34031,B05,AFT LIM CHU KANG LANE 6
66019,B10,BEF BRADDELL RD
41151,B07,AFT SIME RD
61021,B05,AFT WOODLEIGH PK
84669,NIL,BLK 73
54009,NIL,ANG MO KIO INT
99129,B03,CHANGI VILLAGE HOTEL
59441,B01,NAVAL BASE PR SCH
09023,B02,OPP ORCHARD STN / ION
67739,NIL,AFT SENGKANG EAST DR
43701,B05,BLK 225
51031,B15,S'PORE POLO CLUB
76169,B01,BLK 248
98229,B07,HONEYWELL
65259,B02,PUNGGOL STN / INT
21761,B01,BLK 138B
10371,B04,BLK 129
44521,B01,BLK 280
26141,B07,SMARTY
04111,B01,CAPITOL BLDG
08041,B01,YMCA
81201,B05,OPP GEYLANG METH SEC SCH
21179,B02,CORPORATION PL
67561,NIL,OPP BLK 432A
92209,B03,AFT JLN BAIDURI
75351,B01,BEF TPE
52161,B06,BRADDELL STN / BLK 111
92289,B14,MARINE COVE
51021,B13,OLD POLICE ACAD
63301,B04,PAYA LEBAR GIRLS' SCH
83329,B02,OPP KEMBANGAN STN
58271,B01,BLK 335
40249,B05,ST JOSEPH'S INST
27351,B02,BLK 715
28681,B03,TOH GUAN CTR
84631,B19A,OPP WATERFRONT WAVES
59571,NIL,OPP NORTHBROOKS SEC SCH
53381,B03,BISHAN NTH SHOP MALL
58449,B01,SPORE SPORTS SCH
16241,B07,BEF WEST COAST PK
22429,B04,OPP NATL OXYGEN PTE LTD
44801,B03,OPP BLK 628
56289,B01,BEF SHANGRI-LA WALK
67569,NIL,BLK 432A
52279,B06,BLK 56
46271,B05,OPP BLK 802
11481,B07,QUEENSTOWN LIB
21619,B12,AFT CORPORATION RD
51119,B02,BEF ANDREW RD
59271,B07,BLK 118
64551,B02,BLK 836
40069,B06,ANGLO-CHINESE SCH
11229,B08,LES JARDINS DE HOLLAND
14221,B07,OPP ST. TERESA'S CH
55151,B05,ANG MO KIO COMMUNITY HOSP
09139,B08,AFT CUSCADEN RD
59329,B27,NAVAL BASE SEC SCH
46619,B07,OPP FUCHUN SEC SCH
65409,NIL,BEF BLK 264
76369,B08,BLK 496F
54389,B06,BLK 465
75279,B12,OPP BLK 721
44229,B01,BEF PENDING STN
50241,B02,OPP S'PORE KHALSA ASSN
58401,NIL,Opp Blk 491
82049,B02,JOO CHIAT CPLX
85071,B01A,BEF CHANGI FIRE STN
11479,B10,THE FISHERMAN CH
63279,B04,OPP YUYING SEC SCH
63071,B16,OPP BLK 248
21759,B04,OPP JURONG SEC SCH
70129,B08,OPP JLN MUHIBBAH
25441,B07,BEF PIONEER RD
27219,NIL,BLK 2
64541,B04,HOUGANG CTRL INT
44289,B04,BLK 6
96019,B04,AFT SIMEI AVE
66261,B03,S'GOON GDNS COUNTRY CLUB
13079,B11,THE COSMOPOLITAN
67289,B01,OPP BLK 405C
23351,B05,AFT GUL AVE
53319,B04,BOSCH
63289,B02,ALJUNIED CC
84331,B01,OPP BLK 416
82119,B09,TG KATONG CPLX
45279,B02,BLK 563
47541,B07,BLK 639
63151,B01,AFT UPP S'GOON RD
15201,B09,AFT PASIR PANJANG STN
58159,B04,AFT ADMIRAL HILL
54611,B11,BLK 220
54309,B08,OPP BLK 5022
17429,NIL,AFT SUNSET VALE
02049,B01,RAFFLES HOTEL
77109,B08,AFT PASIR RIS RD
44279,B02,BLK 157
53119,B03,AFT BISHAN ST 21
71081,B04,EUNOS TECHNOLINK
18151,B10,OPP ONE-NORTH STN / GALAXIS
58479,B01,AFT INNOVA PRI SCH
64171,B19,AFT BUANGKOK EAST DR
83121,B06,BEF LOR K TELOK KURAU
27359,B01,BLK 817
16089,B32,AFT CLEMENTI RD
59501,B01,BLK 871
67541,B99,HOCKEY STADIUM
63049,B24,GLAD TIDINGS CH
54371,B03,BLK 409A
25219,B40,AFT TUAS AVE 2
65081,B17,OPP BLK 199C
78061,B05,BLK 104
15129,B03,OPP SCI PK 2 / THE GEMINI
40221,B07,OPP STEVENS STN
62151,B02,RINDU TERR
53071,B11,OPP FLAME TREE PK
52449,B01,TOA PAYOH POLICE CTR
44209,B06,OPP PETIR STN
52239,B02,BLK 177
62189,NIL,S'GOON STN EXIT D / BLK 416
43889,NIL,Aft Chestnut Dr
62169,B03,BLK 426
66349,B06,OPP DAIKIN S'PORE
46871,B05,BLK 644
17381,B03A,WEST BAY RESORT CONDO
83119,B04,OPP BLK 16
55341,B01,OPP THOMSON GR
06129,B01,GRAND COPTHORNE HOTEL
94071,B19,OPP BEDOK CAMP 2
28509,B02,BLK 422
75099,B01,BLK 897
44141,B02,PHOENIX STN
23421,B09,COMFORT HOLDINGS
44869,B04,BEF BLK 629A CP
46151,B08,BLK 212
63391,B15,BLK 639
84419,B03,BLK 512
48099,B05,OPP SCDF NEE SOON CAMP
52351,B07,BLK 2
83179,B03,AFT SIGLAP DR
